ingreso_mensual,historial_crediticio,monto_prestamo,edad,empleo_estable,ratio_deuda_ingreso,capacidad_pago,score_riesgo_edad,moroso
3108.31,376,9403.61,45,1,0.2521,2638.13,0,1
1025.0,501,9709.27,44,1,0.7894,539.54,0,0
5097.42,816,26492.55,52,1,0.4331,3772.8,0,0
5154.11,357,20629.24,48,0,0.3335,4122.65,0,1
1412.51,551,27007.65,22,1,1.5934,62.12,1,0
4743.67,725,15481.81,19,1,0.272,3969.58,1,0
2699.13,749,9916.72,47,0,0.3062,2203.3,0,0
3186.02,451,16009.4,30,1,0.4187,2385.55,0,1
5007.75,314,41476.17,31,1,0.6902,2933.94,0,1
3102.72,690,27631.71,38,1,0.7421,1721.14,0,0
3774.62,479,12055.18,33,1,0.2661,3171.86,0,1
5431.84,799,38267.87,49,1,0.5871,3518.44,0,0
2602.65,788,10928.76,58,0,0.3499,2056.21,0,0
4462.8,670,31361.93,26,1,0.5856,2894.7,0,0
5843.25,451,26178.71,44,1,0.3733,4534.31,0,1
4226.94,696,14625.74,69,1,0.2883,3495.66,1,0
3788.35,365,40986.9,31,1,0.9016,1739.01,0,1
5234.52,506,38629.2,67,1,0.615,3303.06,1,0
3805.56,308,31443.61,52,1,0.6885,2233.38,0,1
2715.87,665,40951.53,29,1,1.2565,668.3,0,0
3606.54,622,37220.11,64,1,0.86,1745.54,0,0
4224.87,658,44967.92,58,1,0.887,1976.47,0,0
2552.47,724,17034.88,20,1,0.5562,1700.73,1,0
5576.28,611,29126.94,58,1,0.4353,4119.93,0,0
4840.22,719,13159.38,56,1,0.2266,4182.25,0,0
2138.27,516,14995.49,24,1,0.5844,1388.49,1,0
6843.73,809,6319.4,28,1,0.0769,6527.76,0,0
3038.35,395,13753.16,40,1,0.3772,2350.69,0,1
2381.4,353,37992.26,41,1,1.3295,481.79,0,1
4675.69,416,28916.72,68,0,0.5154,3229.85,1,1
5447.95,792,15001.89,71,1,0.2295,4697.86,1,0
2374.69,655,32690.75,67,1,1.1472,740.16,1,0
3933.69,824,30451.68,51,1,0.6451,2411.11,0,0
2752.86,837,11850.69,32,1,0.3587,2160.33,0,0
2499.92,449,43687.0,52,1,1.4563,315.57,0,1
3527.94,474,20100.09,57,0,0.4748,2522.94,0,1
3655.25,605,31588.3,52,1,0.7202,2075.84,0,0
2318.61,728,26598.04,52,0,0.956,988.7,0,1
2742.11,672,36142.38,21,1,1.0984,934.99,1,0
1688.08,728,40644.99,41,1,2.0065,-344.17,0,0
2251.83,616,24546.25,56,0,0.9084,1024.52,0,1
6794.25,803,27936.36,58,1,0.3426,5397.43,0,0
2601.69,515,14612.46,68,1,0.468,1871.07,1,0
6308.04,589,4216.33,28,0,0.0557,6097.22,0,0
2504.92,697,18869.17,60,0,0.6277,1561.46,0,1
3365.19,363,39439.44,57,0,0.9767,1393.22,0,1
2562.9,742,34178.66,38,0,1.1113,853.96,0,1
1366.86,558,8440.62,46,0,0.5146,944.83,0,1
3755.04,420,13707.21,56,1,0.3042,3069.68,0,1
3332.8,511,5158.04,59,0,0.129,3074.9,0,0
2896.02,550,19546.46,42,1,0.5625,1918.7,0,0
4511.52,751,40522.84,27,1,0.7485,2485.37,0,0
2951.02,824,39010.8,59,1,1.1016,1000.48,0,0
3512.06,347,28107.99,43,0,0.6669,2106.66,0,1
3675.47,427,34857.88,63,1,0.7903,1932.58,0,1
2885.13,773,21156.22,69,1,0.6111,1827.32,1,0
4750.89,610,7669.03,25,0,0.1345,4367.44,0,0
1025.0,788,41019.55,39,1,3.3349,-1025.98,0,0
4169.68,576,7549.82,57,1,0.1509,3792.19,0,0
2665.9,408,19295.41,67,1,0.6032,1701.13,1,1
6721.86,414,42689.7,44,1,0.5292,4587.38,0,1
5842.11,696,5567.66,20,1,0.0794,5563.73,1,0
4013.94,549,40144.07,66,1,0.8334,2006.73,1,0
4981.31,845,20156.1,30,1,0.3372,3973.5,0,0
1345.35,331,25914.45,18,0,1.6052,49.62,1,1
5492.3,651,41806.7,66,1,0.6343,3401.97,1,0
2404.56,711,15830.28,53,0,0.5486,1613.05,0,1
1156.63,494,32204.06,52,0,2.3202,-453.57,0,1
5311.23,377,27402.34,70,1,0.4299,3941.12,1,1
7193.04,810,44773.78,56,0,0.5187,4954.35,0,1
2777.92,592,34145.08,50,0,1.0243,1070.66,0,1
5507.48,721,20880.87,21,0,0.3159,4463.44,1,0
3859.58,717,30867.88,40,1,0.6665,2316.18,0,0
3772.6,498,18200.09,25,0,0.402,2862.6,0,1
2345.41,782,22157.46,19,0,0.7873,1237.54,1,1
5032.05,765,27236.18,27,0,0.451,3670.24,0,0
2588.34,521,38884.12,30,0,1.2519,644.13,0,1
6359.07,696,8807.34,33,1,0.1154,5918.7,0,0
2565.79,374,34179.72,67,1,1.1101,856.8,1,1
4968.15,550,23121.09,25,0,0.3878,3812.09,0,0
3583.22,515,37044.42,66,1,0.8615,1731.0,1,0
4467.93,729,18557.81,33,1,0.3461,3540.04,0,0
4894.86,585,41859.86,52,0,0.7126,2801.87,0,1
5023.8,655,16427.6,34,1,0.2725,4202.42,0,0
5755.9,450,38837.31,22,1,0.5623,3814.03,1,1
4515.72,345,38722.9,38,1,0.7146,2579.58,0,1
1581.08,752,39562.22,58,0,2.0852,-397.03,0,1
3675.13,344,13104.81,67,1,0.2972,3019.89,1,1
5366.74,763,7619.98,26,1,0.1183,4985.74,0,0
3231.02,520,37389.04,68,0,0.9643,1361.57,1,1
2493.94,527,27687.77,59,1,0.9252,1109.56,0,0
6023.04,538,19864.07,27,1,0.2748,5029.83,0,0
3177.84,712,16405.71,53,1,0.4302,2357.55,0,0
6356.93,322,30302.4,20,0,0.3972,4841.81,1,1
4303.52,396,26878.61,31,1,0.5205,2959.59,0,1
5733.68,670,13450.87,34,1,0.1955,5061.13,0,0
2717.91,775,41119.69,23,1,1.2608,661.92,1,0
3501.72,761,40856.28,57,1,0.9723,1458.9,0,0
2271.72,842,4227.39,21,1,0.1551,2060.35,1,0
6413.33,568,34589.55,28,1,0.4494,4683.85,0,0
2759.0,385,24386.0,48,1,0.7366,1539.7,0,1
4378.88,820,4125.05,70,1,0.0785,4172.63,1,0
3709.16,349,40796.7,54,1,0.9166,1669.33,0,1
6629.21,812,9937.03,68,1,0.1249,6132.36,1,0
1787.14,405,43898.71,27,0,2.047,-407.79,0,1
5490.33,431,35866.29,50,1,0.5444,3697.02,0,1
2557.96,499,37859.18,56,1,1.2334,665.0,0,1
3751.03,816,41870.18,53,0,0.9302,1657.52,0,1
1552.65,771,28001.74,58,1,1.5029,152.56,0,0
1493.37,338,36758.58,65,1,2.0512,-344.56,0,1
2231.8,520,40779.18,39,1,1.5227,192.84,0,0
3234.64,429,8770.11,40,0,0.2259,2796.14,0,1
3345.87,821,40013.98,32,1,0.9966,1345.18,0,0
4206.86,318,22796.13,58,1,0.4516,3067.06,0,1
2736.03,360,10174.65,69,1,0.3099,2227.3,1,1
4588.12,828,8337.45,68,0,0.1514,4171.25,1,0
3259.63,708,30643.79,27,0,0.7834,1727.44,0,1
3780.78,374,9943.24,22,0,0.2192,3283.62,1,1
3797.48,523,26740.53,43,1,0.5868,2460.45,0,0
3617.51,828,11847.78,30,0,0.2729,3025.12,0,0
1491.14,485,28496.47,24,1,1.5925,66.32,1,1
4084.42,304,18133.2,49,0,0.37,3177.76,0,1
2699.23,563,44176.38,32,0,1.3639,490.42,0,1
3600.94,639,13294.39,30,1,0.3077,2936.22,0,0
3428.91,337,39521.36,44,1,0.9605,1452.84,0,1
4405.85,764,32233.39,30,0,0.6097,2794.18,0,1
2566.35,559,12262.03,38,0,0.3982,1953.25,0,0
3213.84,797,12837.18,58,1,0.3329,2571.98,0,0
2469.01,732,42277.96,18,0,1.427,355.11,1,1
3319.81,465,10997.84,46,1,0.2761,2769.92,0,1
2629.3,352,28294.81,38,1,0.8968,1214.56,0,1
2685.77,553,11744.85,61,0,0.3644,2098.52,0,0
2945.22,435,40545.16,24,0,1.1472,917.97,1,1
3236.33,318,7237.54,23,1,0.1864,2874.45,1,1
4959.19,803,38878.88,25,1,0.6533,3015.24,0,0
3795.95,700,12045.02,67,1,0.2644,3193.7,1,0
2823.96,770,39695.49,36,0,1.1714,839.18,0,1
6316.91,618,43486.56,42,0,0.5737,4142.58,0,1
1825.61,682,42662.26,31,0,1.9474,-307.51,0,1
1382.52,703,42357.43,71,1,2.5532,-735.35,1,0
4975.19,808,19429.16,49,0,0.3254,4003.73,0,0
2676.37,714,22345.43,50,1,0.6958,1559.1,0,0
4091.03,742,15568.64,28,0,0.3171,3312.6,0,0
5263.98,635,31103.46,33,1,0.4924,3708.8,0,0
2644.31,583,20304.88,49,0,0.6399,1629.07,0,1
1172.71,427,43050.1,71,1,3.0592,-979.79,1,1
1739.9,810,30942.32,50,1,1.482,192.79,0,0
3984.96,754,35941.36,29,0,0.7516,2187.89,0,1
3763.1,340,22113.9,20,0,0.4897,2657.41,1,1
4634.31,511,15900.96,53,0,0.2859,3839.26,0,0
2474.99,450,44165.82,18,1,1.4871,266.7,1,1
3361.98,497,13198.48,28,1,0.3272,2702.05,0,1
4913.22,666,18959.79,66,0,0.3216,3965.23,1,0
2473.14,512,19197.55,48,1,0.6469,1513.27,0,0
4545.2,824,44521.77,67,1,0.8163,2319.11,1,0
2576.72,605,17398.7,36,1,0.5627,1706.78,0,0
4362.2,833,27986.02,41,1,0.5346,2962.9,0,0
5181.73,646,27746.68,20,0,0.4462,3794.39,1,0
4280.51,366,10588.61,70,1,0.2061,3751.08,1,1
4619.35,825,12265.98,27,1,0.2213,4006.05,0,0
4895.79,784,36183.12,22,1,0.6159,3086.64,1,0
3850.28,444,33632.75,26,0,0.7279,2168.64,0,1
2422.23,324,5209.72,25,0,0.1792,2161.74,0,1
6072.33,481,27438.16,25,1,0.3765,4700.42,0,1
1416.52,824,16460.48,44,1,0.9684,593.5,0,0
1134.94,440,5355.09,44,1,0.3932,867.18,0,1
5035.98,390,4873.96,46,0,0.0807,4792.28,0,1
5947.57,446,10340.09,62,0,0.1449,5430.56,0,1
3938.19,596,33138.43,30,1,0.7012,2281.26,0,0
2877.66,393,28634.03,33,1,0.8292,1445.95,0,1
3909.68,517,33698.27,41,0,0.7183,2224.77,0,1
4474.01,377,37681.98,35,0,0.7019,2589.92,0,1
2146.96,654,5871.99,56,1,0.2279,1853.36,0,0
1826.22,468,24321.98,26,1,1.1099,610.12,0,1
4044.25,500,39198.5,33,0,0.8077,2084.32,0,1
4017.09,551,29447.71,54,0,0.6109,2544.7,0,1
2052.31,523,14016.03,45,1,0.5691,1351.51,0,0
3034.11,522,43289.16,52,1,1.189,869.65,0,0
1025.0,696,43936.85,19,0,3.5721,-1171.84,1,1
6259.46,630,16944.38,26,0,0.2256,5412.24,0,0
2532.69,789,7703.07,34,1,0.2535,2147.53,0,0
3167.48,372,20518.63,56,1,0.5398,2141.55,0,1
7211.65,356,5386.46,53,0,0.0622,6942.33,0,1
2865.46,390,5076.65,30,1,0.1476,2611.63,0,1
5284.78,843,35780.48,44,1,0.5642,3495.76,0,0
3383.32,822,26687.68,27,1,0.6573,2048.93,0,0
2685.65,782,37398.57,23,1,1.1604,815.72,1,0
1382.97,510,14658.13,48,1,0.8832,650.07,0,0
3447.15,785,10831.99,58,1,0.2619,2905.55,0,0
3195.4,652,44566.44,52,1,1.1623,967.07,0,0
1757.14,312,8746.06,36,1,0.4148,1319.84,0,1
5867.86,578,28119.05,58,0,0.3993,4461.91,0,0
5032.64,639,23504.9,60,1,0.3892,3857.39,0,0
4603.63,440,16917.58,41,1,0.3062,3757.75,0,1
6417.03,588,38275.29,44,0,0.4971,4503.26,0,0
4443.51,594,7773.31,65,0,0.1458,4054.85,0,0
2873.0,495,36655.6,22,0,1.0632,1040.22,1,1
6201.87,335,28660.42,35,1,0.3851,4768.85,0,1
3873.4,418,44084.67,57,1,0.9485,1669.16,0,1
4632.8,516,32210.98,25,1,0.5794,3022.26,0,0
5053.13,343,42820.76,64,1,0.7062,2912.1,0,1
1277.62,562,14089.02,61,0,0.919,573.17,0,1
4598.81,686,30839.87,23,0,0.5588,3056.82,1,1
3408.95,316,29941.34,46,1,0.7319,1911.88,0,1
1025.0,489,10009.65,41,1,0.8138,524.52,0,1
3226.94,657,4193.7,19,1,0.1083,3017.26,1,0
2498.22,805,41841.77,57,0,1.3957,406.13,0,1
2694.08,556,26966.07,34,1,0.8341,1345.77,0,0
7446.7,410,14200.65,63,1,0.1589,6736.67,0,1
2698.31,331,9304.66,60,1,0.2874,2233.08,0,1
5260.3,560,25773.52,37,0,0.4083,3971.63,0,0
4162.87,408,38668.18,28,0,0.7741,2229.46,0,1
5529.0,765,44078.55,41,0,0.6644,3325.07,0,1
2941.65,682,13849.83,48,0,0.3923,2249.16,0,0
4627.99,429,34960.43,51,1,0.6295,2879.97,0,1
5324.29,650,30063.63,54,0,0.4705,3821.11,0,0
4892.28,390,29353.3,56,1,0.5,3424.62,0,1
3157.14,679,36219.2,44,1,0.956,1346.18,0,0
3277.68,707,23258.04,29,0,0.5913,2114.77,0,1
4539.17,790,14221.05,24,0,0.2611,3828.12,1,0
2389.67,605,21207.19,51,0,0.7395,1329.31,0,1
5973.36,765,23100.43,29,1,0.3223,4818.34,0,0
2244.35,530,8040.51,29,1,0.2985,1842.33,0,0
3453.67,500,8506.45,55,1,0.2053,3028.35,0,0
1534.3,720,39083.5,59,1,2.1228,-419.87,0,0
3692.43,813,22879.63,55,1,0.5164,2548.45,0,0
4499.44,588,29339.68,53,0,0.5434,3032.46,0,1
1084.74,602,18042.66,21,1,1.3861,182.61,1,0
2702.0,623,13097.86,56,1,0.404,2047.11,0,0
2304.43,697,8954.83,66,1,0.3238,1856.69,1,0
3365.81,734,42483.37,37,1,1.0518,1241.64,0,0
3397.87,779,38148.34,71,0,0.9356,1490.45,1,1
1857.86,660,22339.88,24,1,1.002,740.87,1,0
4283.57,321,16551.58,40,1,0.322,3455.99,0,1
3959.69,369,38708.73,26,1,0.8146,2024.25,0,1
3603.61,715,8434.85,60,1,0.1951,3181.87,0,0
7152.59,511,18070.19,60,1,0.2105,6249.08,0,0
3348.88,415,5162.8,63,1,0.1285,3090.74,0,1
4236.49,497,14675.57,24,1,0.2887,3502.71,1,1
3547.13,574,41341.9,50,0,0.9713,1480.03,0,1
1769.74,598,24998.03,29,1,1.1771,519.83,0,0
3513.65,513,25474.8,29,1,0.6042,2239.91,0,0
2953.15,474,33373.18,60,1,0.9417,1284.49,0,1
2740.43,502,17496.86,24,1,0.5321,1865.59,1,0
3410.77,463,37001.72,21,1,0.904,1560.69,1,1
4766.27,533,26101.9,55,1,0.4564,3461.18,0,0
2306.52,336,27447.41,35,1,0.9917,934.15,0,1
4347.35,833,19793.88,24,1,0.3794,3357.66,1,0
4496.0,459,16675.57,20,1,0.3091,3662.22,1,1
2804.34,781,28844.25,22,0,0.8571,1362.13,1,1
2171.77,345,35228.27,37,0,1.3517,410.36,0,1
3008.87,394,42361.21,23,0,1.1732,890.81,1,1
6972.97,416,43568.21,25,1,0.5207,4794.56,0,1
4258.68,341,21892.08,18,1,0.4284,3164.08,1,1
3627.64,627,15716.02,62,0,0.361,2841.84,0,0
2693.25,301,27377.23,70,1,0.8471,1324.39,1,1
1627.8,619,37704.64,68,1,1.9302,-257.43,1,0
6285.45,821,32376.44,48,1,0.4293,4666.62,0,0
6088.8,700,26561.59,48,0,0.3635,4760.72,0,0
4234.74,753,10785.34,70,1,0.2122,3695.47,1,0
1025.0,308,43383.7,52,1,3.5271,-1144.18,0,1
5412.57,546,8100.57,44,1,0.1247,5007.54,0,0
3965.13,582,32775.75,49,1,0.6888,2326.35,0,0
1670.54,422,22948.44,28,1,1.1448,523.12,0,1
3524.31,791,11822.85,53,0,0.2796,2933.17,0,0
3104.25,708,27883.59,42,1,0.7485,1710.07,0,0
6312.16,778,25800.16,25,1,0.3406,5022.16,0,0
5527.5,717,23038.49,46,1,0.3473,4375.57,0,0
2844.23,450,6990.43,58,0,0.2048,2494.71,0,1
1033.68,393,35183.07,58,1,2.8364,-725.48,0,1
3333.31,810,7709.61,27,1,0.1927,2947.83,0,0
6676.57,342,43218.1,30,0,0.5394,4515.67,0,1
6047.35,758,21982.51,54,1,0.3029,4948.22,0,0
3214.23,656,16004.66,36,1,0.4149,2414.0,0,0
6402.89,831,13317.81,51,0,0.1733,5737.0,0,0
5420.11,365,9872.83,53,1,0.1518,4926.47,0,1
3505.99,664,33605.4,19,1,0.7988,1825.72,1,0
5276.3,543,13028.0,71,1,0.2058,4624.9,1,0
3825.25,479,20347.16,60,1,0.4433,2807.9,0,1
1861.24,434,27868.68,22,1,1.2478,467.81,1,1
3779.84,419,33146.57,23,1,0.7308,2122.51,1,1
4118.74,750,10057.09,39,1,0.2035,3615.89,0,0
3539.72,649,29640.39,56,1,0.6978,2057.7,0,0
4209.07,786,20357.75,55,1,0.4031,3191.19,0,0
4358.0,561,38511.88,53,1,0.7364,2432.4,0,0
5564.02,616,8852.69,62,1,0.1326,5121.38,0,0
3122.48,478,28540.56,44,1,0.7617,1695.45,0,1
4262.78,567,13839.71,56,1,0.2706,3570.8,0,0
3128.36,345,7317.14,49,0,0.1949,2762.5,0,1
5506.83,403,22419.21,29,1,0.3393,4385.87,0,1
3377.34,378,21682.55,36,1,0.535,2293.21,0,1
5321.53,409,43354.9,35,1,0.6789,3153.78,0,1
1545.26,461,17433.74,34,0,0.9402,673.57,0,1
1975.09,843,21603.18,25,1,0.9115,894.93,0,0
4011.33,460,38612.59,35,0,0.8022,2080.7,0,1
3820.44,512,22267.3,38,0,0.4857,2707.07,0,0
2786.51,592,35979.53,32,0,1.076,987.53,0,1
4939.2,457,35709.14,28,1,0.6025,3153.75,0,1
7260.8,622,22012.37,22,1,0.2526,6160.19,1,0
5340.52,572,22108.45,66,0,0.345,4235.1,1,0
2539.27,522,16843.54,39,1,0.5528,1697.09,0,0
5801.95,568,40015.65,49,1,0.5747,3801.17,0,0
2573.63,805,7999.7,68,1,0.259,2173.64,1,0
4929.48,757,36310.97,33,1,0.6138,3113.93,0,0
4071.06,738,18611.11,40,0,0.381,3140.5,0,0
5233.21,434,32105.49,47,0,0.5112,3627.93,0,1
3791.3,599,4407.31,52,1,0.0969,3570.93,0,0
2408.07,618,7983.27,57,1,0.2763,2008.91,0,0
6568.52,405,44953.91,44,1,0.5703,4320.83,0,1
4193.04,468,9839.48,42,1,0.1956,3701.07,0,1
4092.46,634,21264.28,69,1,0.433,3029.24,1,0
4388.58,680,43745.5,28,1,0.8307,2201.3,0,0
6124.5,443,40353.26,33,1,0.5491,4106.84,0,1
4198.0,500,12902.84,26,1,0.2561,3552.86,0,0
2610.87,483,10091.02,50,0,0.3221,2106.32,0,1
2010.53,333,4600.66,61,0,0.1907,1780.5,0,1
3827.21,712,12104.63,61,1,0.2636,3221.98,0,0
3976.95,608,28831.1,31,1,0.6041,2535.4,0,0
4510.93,360,19383.54,45,1,0.3581,3541.75,0,1
2616.85,306,33119.25,46,1,1.0547,960.89,0,1
1639.6,814,8315.69,46,0,0.4226,1223.81,0,0
2970.2,638,36026.0,50,1,1.0108,1168.9,0,0
2254.01,429,10646.05,68,1,0.3936,1721.71,1,1
4661.1,620,39220.71,41,0,0.7012,2700.07,0,1
3684.1,564,33500.07,32,1,0.7578,2009.09,0,0
3580.97,311,30579.77,41,1,0.7116,2051.98,0,1
5475.1,498,26443.47,37,1,0.4025,4152.92,0,1
1709.54,711,27670.44,20,1,1.3488,326.01,1,0
3611.84,371,40915.88,31,1,0.944,1566.05,0,1
2263.66,751,41263.9,43,1,1.5191,200.47,0,0
5496.08,432,24333.86,56,0,0.369,4279.39,0,1
1938.41,711,42480.85,31,1,1.8263,-185.63,0,0
3749.74,719,10267.04,23,1,0.2282,3236.39,1,0
1954.33,360,15322.06,19,1,0.6533,1188.23,1,1
2652.01,387,44720.31,31,0,1.4052,415.99,0,1
5296.9,482,19871.86,69,1,0.3126,4303.31,1,1
2193.63,580,42333.16,40,0,1.6082,76.97,0,1
2568.68,561,17423.0,19,0,0.5652,1697.53,1,1
2645.28,308,28761.79,24,0,0.9061,1207.19,1,1
3628.35,726,24317.81,31,1,0.5585,2412.46,0,0
2581.66,559,16260.77,65,1,0.5249,1768.62,0,0
5736.75,390,44808.73,47,0,0.6509,3496.31,0,1
5263.21,747,10023.11,69,1,0.1587,4762.05,1,0
3107.67,813,29824.21,52,1,0.7997,1616.46,0,0
3029.15,591,18607.06,27,0,0.5119,2098.8,0,1
5794.38,586,26083.47,36,1,0.3751,4490.21,0,0
4172.6,601,22212.16,22,1,0.4436,3062.0,1,0
3358.93,801,37140.16,58,1,0.9214,1501.92,0,0
4236.8,822,39125.87,19,1,0.7696,2280.51,1,0
2222.77,727,30543.55,59,0,1.1451,695.59,0,1
1565.42,483,38605.98,65,1,2.0551,-364.87,0,1
2520.75,547,5232.3,44,1,0.173,2259.14,0,0
4767.16,606,21309.94,39,1,0.3725,3701.67,0,0
1685.22,417,6218.85,58,1,0.3075,1374.28,0,1
4039.33,718,7391.27,29,1,0.1525,3669.76,0,0
4909.9,843,10252.16,25,1,0.174,4397.29,0,0
7347.2,464,30857.83,58,0,0.35,5804.31,0,1
3303.98,675,31692.6,70,1,0.7994,1719.35,1,0
2423.47,577,14888.11,65,0,0.5119,1679.06,0,1
3548.71,462,27185.0,31,1,0.6384,2189.46,0,1
3779.85,337,30280.29,29,1,0.6676,2265.83,0,1
4740.09,820,26991.6,28,1,0.4745,3390.51,0,0
4918.29,685,24561.35,26,1,0.4162,3690.22,0,0
2617.35,849,44265.0,59,0,1.4093,404.1,0,1
3161.7,726,34165.7,38,1,0.9005,1453.41,0,0
3047.99,402,5460.21,68,1,0.1493,2774.98,1,1
3047.63,772,14220.85,18,1,0.3889,2336.59,1,0
4125.44,420,44962.58,62,0,0.9082,1877.31,0,1
7158.47,582,42716.59,71,1,0.4973,5022.64,1,0
2598.88,725,8157.37,31,1,0.2616,2191.02,0,0
1793.78,648,14849.75,36,1,0.6899,1051.29,0,0
7565.25,365,26599.79,33,1,0.293,6235.26,0,1
3223.76,633,38010.2,41,1,0.9826,1323.25,0,0
3343.35,788,44886.3,28,1,1.1188,1099.04,0,0
7806.82,696,6513.8,69,1,0.0695,7481.13,1,0
2002.19,622,32263.05,29,1,1.3428,389.04,0,0
3892.65,550,34612.88,44,1,0.741,2162.0,0,0
6948.53,650,10535.38,59,0,0.1264,6421.76,0,0
1501.24,610,9941.59,54,1,0.5519,1004.16,0,0
4239.45,641,31851.73,67,1,0.6261,2646.87,1,0
2861.63,844,34709.28,30,1,1.0108,1126.17,0,0
7111.08,794,39292.35,55,1,0.4605,5146.47,0,0
2409.49,397,7938.43,30,1,0.2746,2012.57,0,1
4132.03,488,30187.06,71,1,0.6088,2622.67,1,1
2594.31,809,27507.57,71,1,0.8836,1218.93,1,0
3808.89,409,41333.35,24,1,0.9043,1742.23,1,1
3001.25,492,43787.24,19,1,1.2158,811.89,1,1
4738.8,503,13186.06,32,1,0.2319,4079.5,0,0
2514.46,458,5699.61,44,1,0.1889,2229.48,0,1
4521.38,536,14168.73,39,0,0.2611,3812.94,0,0
4691.69,446,42488.92,45,0,0.7547,2567.24,0,1
5441.72,424,22655.38,43,1,0.3469,4308.96,0,1
2615.71,515,40068.92,71,0,1.2765,612.27,1,1
4952.13,755,7778.62,45,1,0.1309,4563.2,0,0
2311.91,503,38771.18,45,1,1.3975,373.35,0,0
3782.35,558,25000.19,44,0,0.5508,2532.34,0,1
2881.35,714,21847.59,68,1,0.6319,1788.97,1,0
3465.43,437,6928.32,27,1,0.1666,3119.01,0,1
4233.63,507,28092.71,46,0,0.553,2829.0,0,1
5459.35,357,32324.57,45,1,0.4934,3843.12,0,1
7080.91,561,34624.6,44,1,0.4075,5349.68,0,0
5886.82,590,22357.17,44,1,0.3165,4768.96,0,0
2382.74,605,20313.83,58,1,0.7105,1367.05,0,0
4297.53,726,7058.15,65,1,0.1369,3944.62,0,0
2704.59,434,13361.68,38,0,0.4117,2036.51,0,1
4483.88,848,7869.21,43,1,0.1463,4090.42,0,0
4929.93,366,24555.07,41,1,0.4151,3702.17,0,1
5407.36,765,12789.71,52,1,0.1971,4767.88,0,0
3424.75,547,38791.58,50,1,0.9439,1485.17,0,0
5980.64,633,17260.63,27,1,0.2405,5117.61,0,0
6250.43,769,7702.91,19,0,0.1027,5865.29,1,0
2355.7,610,35053.17,68,1,1.24,603.04,1,0
5760.85,746,20937.76,22,1,0.3029,4713.97,1,0
3462.44,405,25881.79,59,1,0.6229,2168.35,0,1
4283.88,530,38964.89,18,0,0.758,2335.64,1,1
2064.59,822,4010.97,21,1,0.1619,1864.04,1,0
5834.98,546,43091.95,46,1,0.6154,3680.38,0,0
2808.18,676,18843.02,46,1,0.5592,1866.03,0,0
4320.87,398,21243.36,39,0,0.4097,3258.7,0,1
2927.96,404,38123.71,29,1,1.085,1021.77,0,1
3790.08,351,23943.24,34,1,0.5264,2592.92,0,1
4585.72,729,18507.8,21,0,0.3363,3660.33,1,0
4193.43,582,12575.18,27,0,0.2499,3564.67,0,0
3045.73,373,10617.46,36,1,0.2905,2514.86,0,1
1025.0,595,36994.47,31,1,3.0077,-824.72,0,0
1750.99,355,34977.11,30,0,1.6646,2.14,0,1
6364.88,524,20170.8,32,1,0.2641,5356.34,0,0
4108.66,336,4856.77,21,1,0.0985,3865.82,1,1
2779.29,828,39984.12,67,1,1.1989,780.08,1,0
6380.64,323,11825.21,50,1,0.1544,5789.38,0,1
5389.57,487,4168.91,19,1,0.0645,5181.13,1,1
4468.12,532,40543.06,51,0,0.7562,2440.97,0,1
4709.25,452,9559.8,21,1,0.1692,4231.26,1,1
3955.87,485,32113.56,36,1,0.6765,2350.19,0,1
3294.33,739,43916.6,47,1,1.1109,1098.5,0,0
5504.65,651,33523.6,68,1,0.5075,3828.47,1,0
3993.82,427,20962.84,41,1,0.4374,2945.68,0,1
4359.51,573,10073.07,48,1,0.1925,3855.86,0,0
5780.47,337,28413.34,40,0,0.4096,4359.8,0,1
4887.38,352,35734.92,32,1,0.6093,3100.63,0,1
4127.01,542,16566.79,18,1,0.3345,3298.67,1,0
5674.49,585,44818.57,18,0,0.6582,3433.56,1,1
4243.12,830,7468.31,43,0,0.1467,3869.71,0,0
1837.44,726,4684.17,64,1,0.2124,1603.23,0,0
4136.11,461,6980.13,71,1,0.1406,3787.11,1,1
4749.22,827,23561.32,33,1,0.4134,3571.15,0,0
5743.93,725,21387.41,25,1,0.3103,4674.56,0,0
4241.1,433,28468.66,38,1,0.5594,2817.67,0,1
4273.57,573,29890.58,30,1,0.5829,2779.04,0,0
3466.83,458,14478.53,61,0,0.348,2742.9,0,1
2205.81,591,24092.43,40,0,0.9102,1001.19,0,1
5224.57,633,40039.93,68,1,0.6386,3222.58,1,0
4292.49,432,8739.15,21,1,0.1697,3855.53,1,1
3705.96,749,32978.87,54,0,0.7416,2057.02,0,1
6899.38,744,38667.95,63,1,0.467,4965.98,0,0
4766.11,626,30055.76,66,0,0.5255,3263.32,1,1
5917.32,739,28275.33,19,1,0.3982,4503.55,1,0
3553.73,813,42780.94,19,1,1.0032,1414.68,1,0
1737.87,648,34232.03,35,1,1.6415,26.27,0,0
6694.35,755,27697.05,67,0,0.3448,5309.5,1,0
4149.15,790,25298.25,48,0,0.5081,2884.24,0,1
2440.28,448,5270.74,55,1,0.18,2176.74,0,1
4373.43,841,9678.76,57,1,0.1844,3889.49,0,0
2195.68,798,21350.84,44,1,0.8103,1128.14,0,0
5089.73,799,35479.3,69,1,0.5809,3315.77,1,0
2015.71,348,42847.12,46,0,1.7714,-126.65,0,1
3416.92,333,19763.32,58,1,0.482,2428.75,0,1
